model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
log+poly2+poly3,-285.0056563770431,0.901295475847252,0.7176613343196159,0.7681889533996582,0.8145922588994298,0.8192930670795869
log+poly2+exp,-291.87567629377287,0.8866002639205934,0.2631801232624009,0.3835736811161041,0.9950422503133803,0.9213634611714007
log+poly2+log,-285.00565624717836,0.9012954761062063,0.7176828263732618,0.7681618928909302,0.8144192765219497,0.8192900817956421
log+poly2+power,-291.87567629377287,0.8866002639205934,0.2631801232624009,0.3835736811161041,0.9950422503133803,0.9213634611714007
log+poly2+hmult,-285.0056567692298,0.9012954750652199,0.7180693547668502,0.7683926820755005,0.8139820058166942,0.8199703465717629
log+poly3+linear,-281.58370880229194,0.9078884328485652,0.30251245469452986,0.49623745679855347,0.6556839932429437,0.756778269058875
log+poly3+poly2,-281.58370849277554,0.9078884334245255,0.30266345018167273,0.49627920985221863,0.6564448473344486,0.7580732943693212
log+poly3+poly3,-281.5837088940154,0.9078884326778827,0.3027454398090449,0.49687302112579346,0.6571015519470459,0.7583815147504052
log+poly3+exp,-287.72659786933775,0.8957179447530341,0.030890673580119266,0.01203391794115305,0.7241960308220623,0.3976325430653994
log+poly3+log,-281.5837082711997,0.9078884338368427,0.302780342643071,0.49671950936317444,0.6565604174454672,0.7578992738747428
log+poly3+power,-287.72659786933775,0.8957179447530341,0.030890673580119266,0.01203391794115305,0.7241960308220623,0.3976325430653994
log+poly3+hmult,-281.5837318788106,0.9078883899068521,0.30306262172920784,0.4983040690422058,0.658657196354534,0.7590307341126106
log+exp+linear,-393.43344266603435,0.11764796248907516,0.000381921389862551,1.3497906365955714e-06,1.00744296674515e-08,1.2297823517663223e-11
log+exp+poly2,-393.43344262935665,0.1176479631428643,0.00038187414397239817,1.3497182180799427e-06,1.008268184462825e-08,1.228183615823989e-11
log+exp+poly3,-393.43344262421186,0.11764796323457138,0.00038191249409658,1.3496206747731776e-06,1.0080886717452966e-08,1.227897809562184e-11
log+exp+exp,-393.4744656541762,0.11691641258441343,0.0002883380544866929,1.1557070820344961e-06,1.223758421852397e-08,1.1166671473456932e-11
log+exp+log,-393.4334428400019,0.11764795938805228,0.000381777056863147,1.3505115248335642e-06,1.0104471819133211e-08,1.2292879235565249e-11
log+exp+power,-393.4491233322961,0.1173684057309331,0.0005366506885097329,1.1878237273776904e-06,5.280252946290862e-09,1.166160993370446e-11
log+exp+hmult,-393.4334426240236,0.1176479632379277,0.0003818813309613262,1.3497182180799427e-06,1.0081883089073063e-08,1.2283194756224939e-11
log+log+linear,-292.3770237868029,0.8854458890438358,0.7229674801289019,0.7934064269065857,0.5683545856571404,0.4004430083418946
log+log+poly2,-292.37702378285434,0.8854458890529738,0.7229877366586968,0.7934061288833618,0.5683791861575951,0.4004612847597485
log+log+poly3,-292.3770237828902,0.8854458890528908,0.7229846639432356,0.7934233546257019,0.5683753956211881,0.4004576487980849
log+log+exp,-298.3483070148543,0.8707589480363924,0.6004848461993746,0.5884418487548828,0.8792627672422696,0.8543226617447266
log+log+power,-298.3483070148543,0.8707589480363924,0.6004848461993746,0.5884418487548828,0.8792627672422696,0.8543226617447266
log+log+hmult,-292.3770237831816,0.8854458890522166,0.7229898656248926,0.7934233546257019,0.5683736082861248,0.40046153325705336
log+power+linear,-326.2560766774126,0.7728813411650854,0.0833426685610956,0.012958093546330929,9.570552956009102e-05,0.00010262296843714856
log+power+poly2,-326.25573256838584,0.7728829200198128,0.08278226861420745,0.012751416303217411,9.026913270963991e-05,9.883844926005965e-05
log+power+poly3,-326.25573246887615,0.7728829204763854,0.08281500256325394,0.012770461849868298,9.061091981022042e-05,9.90609545067131e-05
log+power+exp,-327.17946857929206,0.7686048190516818,0.033160490566683166,0.001759599195793271,7.048870611588541e-06,5.842588078189691e-06
log+power+log,-326.2557328912688,0.7728829185383534,0.08284908514236088,0.012773338705301285,9.034628418861632e-05,9.912928356534995e-05
log+power+power,-326.28225967749955,0.7727611750867105,0.08071771887173357,0.011676069349050522,6.9440412052762e-05,8.542634517593637e-05
log+power+hmult,-326.2557330134547,0.7728829179777371,0.08278410524321643,0.012752271257340908,9.012556597422588e-05,9.884196737035733e-05
log+hmult+linear,-326.25573241660607,0.7728829207162122,0.0828208390180146,0.012769142165780067,9.052823325220889e-05,9.906337106836436e-05
log+hmult+poly2,-326.2568312093425,0.7728778791532457,0.07964319548924537,0.011998393572866917,8.215111454930004e-05,8.564053046950772e-05
log+hmult+poly3,-326.25573246313525,0.7728829205027259,0.08283166610033851,0.012772065587341785,9.052875306044515e-05,9.911147161972544e-05
log+hmult+exp,-329.9669693994048,0.7552003461098132,0.02118576363852202,0.000324111373629421,1.0072758264278572e-06,1.5431138509705203e-06
log+hmult+log,-326.2557324164908,0.7728829207167414,0.08282084248656474,0.012769597582519054,9.053661610774966e-05,9.906521403360884e-05
log+hmult+power,-329.9669693994048,0.7552003461098132,0.02118576363852202,0.000324111373629421,1.0072758264278572e-06,1.5431138509705203e-06
log+hmult+hmult,-326.25573248486876,0.7728829204030077,0.0828122526902776,0.012767350301146507,9.060987526540021e-05,9.904440631034867e-05
power+linear+linear,-287.987293970404,0.8951672853674205,0.7330231101351097,0.5688875317573547,0.08425521091375003,0.24797426444559328
power+linear+poly2,-287.9301667257702,0.8952882015223039,0.7511583191115334,0.5847513675689697,0.08743440662068343,0.25833777640680644
power+linear+poly3,-287.7656213660407,0.8956357012188239,0.8388431294654798,0.6347010135650635,0.12029707617660951,0.3353243700231615
power+linear+exp,-295.46946414260265,0.8780610098793623,0.1172963560059907,0.41345927119255066,0.21101290942319054,0.09643578454039944
power+linear+log,-287.9907708556066,0.895159921647915,0.7289068610997775,0.5641959309577942,0.08196478016409998,0.24436470085661494
power+linear+power,-295.46946414260265,0.8780610098793623,0.1172963560059907,0.41345927119255066,0.21101290942319054,0.09643578454039944
power+linear+hmult,-300.29900797252856,0.8655641167808995,0.21129183799088444,0.18543870747089386,0.48665011229061994,0.41211289086709135
power+poly2+linear,-284.9201129700531,0.9014659047290338,0.7436143166839284,0.7819496989250183,0.8494759319258615,0.7849302239582283
power+poly2+poly2,-284.80689607457265,0.9016910153622523,0.7197979274606492,0.7597026824951172,0.8917066178514901,0.7537087437115539
power+poly2+poly3,-284.8843280134815,0.9015371120843979,0.7321838204472547,0.7704927325248718,0.8293624302676186,0.8124482105819417
power+poly2+exp,-291.7305916228819,0.8869321523179194,0.2743036590970009,0.3820551335811615,0.9959682200527207,0.9374278945145156
power+poly2+log,-284.8986451732116,0.9015086289978848,0.7154219680077273,0.7548413872718811,0.8441583158919832,0.7838846160399895
power+poly2+power,-291.7305916228819,0.8869321523179194,0.2743036590970009,0.3820551335811615,0.9959682200527207,0.9374278945145156
power+poly2+hmult,-284.86341592385145,0.9015787005663306,0.7229443948533845,0.7577200531959534,0.8461612502934115,0.7879319300916424
power+poly3+linear,-281.4456779528511,0.9081449283532917,0.33927675733244606,0.4914640188217163,0.6712742657587106,0.834990989708507
power+poly3+poly2,-284.19603388443636,0.902896757043367,0.6463106841513315,0.7660865783691406,0.9218223056859336,0.7070575479727018
power+poly3+poly3,-283.0591935076958,0.9051014619253394,0.46474392506260087,0.6291013360023499,0.9107764903233656,0.5865294668908911
power+poly3+exp,-290.97946035055526,0.8886349335868895,0.23661233434440634,0.25321635603904724,0.959864378405875,0.9891194676136748
power+poly3+log,-284.20181297252833,0.9028854196503503,0.6429189602599579,0.7676488757133484,0.9321964310155383,0.7073365502120157
power+poly3+power,-290.97946035055526,0.8886349335868895,0.23661233434440634,0.25321635603904724,0.959864378405875,0.9891194676136748
power+poly3+hmult,-281.3551865276528,0.908312696095941,0.34384098347588676,0.4284413456916809,0.9233200854495248,0.9303153045644719
power+exp+linear,-393.409453696999,0.11807546930863111,0.00034886776630627624,1.4591556691812002e-06,1.045990992075576e-08,1.1441886413874617e-11
power+exp+poly2,-393.4041511821397,0.11816993733823111,0.0003494758972057577,1.4941437029847293e-06,9.033744986852909e-09,9.87896768612961e-12
power+exp+poly3,-393.4060271289624,0.11813651718366036,0.0003697298118507731,1.50770495110919e-06,6.567528455093952e-09,8.390546188230538e-12
power+exp+exp,-393.5491086025157,0.11558377245938223,0.0002941608363983132,1.0921786497419816e-06,3.468399282436163e-09,1.7220646301247465e-12
power+exp+log,-393.4039079995969,0.11817426956348709,0.0003530162604149675,1.5081424180607428e-06,8.153840467555115e-09,9.418943950371348e-12
power+exp+power,-393.4470760218496,0.11740491044840418,0.000549344197275858,1.340549943051883e-06,3.2003690393383217e-09,2.225239415936385e-12
power+exp+hmult,-393.44494947586185,0.11744282638236958,0.0004306585116363512,1.3740055919697625e-06,2.768088782047906e-09,3.4172005448268746e-12
power+log+linear,-291.8407719737452,0.8866801981729141,0.5923187720351447,0.7187604308128357,0.46158021300145335,0.313556285692996
power+log+poly2,-291.8407720785496,0.8866801979329865,0.592700360742592,0.7189098596572876,0.4618026293497468,0.3138828739183885
power+log+poly3,-291.8407717923541,0.8866801985881709,0.5925259825891729,0.718842089176178,0.46169950707543383,0.31372809440895916
power+log+exp,-336.2552320748872,0.7220404091708628,1.2073718267479154e-05,1.2371117463771952e-08,6.459583221602166e-09,1.2053086948762712e-18
power+log+log,-291.8407720104595,0.8866801980888643,0.5927618762497002,0.7189426422119141,0.46185594777536465,0.3139765508081283
power+log+power,-336.2552320748872,0.7220404091708628,1.2073718267479154e-05,1.2371117463771952e-08,6.459583221602166e-09,1.2053086948762712e-18
power+log+hmult,-336.25523443157965,0.7220403959372204,1.2074972701939899e-05,1.2384408165644345e-08,6.445727564550842e-09,1.2131432276590227e-18
power+power+linear,-326.2009556184056,0.7731341099178459,0.08853853266026426,0.014454829506576061,9.316393628027517e-05,0.0001267806937316147
power+power+poly2,-325.7793498248279,0.7750581866231251,0.08018669097653686,0.01480845082551241,7.461943826951666e-05,0.0001468489229170966
power+power+poly3,-325.77934898713636,0.7750581904298293,0.08025736045079825,0.014824495650827885,7.450698046978564e-05,0.0001471681238867216
power+power+exp,-328.5381619307868,0.7621654320241802,0.006268107416455497,3.196711259079166e-05,1.3248676463189117e-08,8.387832700959516e-08
power+power+log,-325.77934924381526,0.7750581892634087,0.08022093650385283,0.014819661155343056,7.462946239278284e-05,0.0001470702073344189
power+power+hmult,-330.1172559090034,0.7544559826527699,0.0038883810357396797,2.006905197049491e-05,2.7148094920158823e-08,2.2385444499687487e-08
power+hmult+linear,-326.18792778700305,0.7731938105575424,0.0818109506575906,0.012783403508365154,8.247145371284823e-05,9.916486950595677e-05
power+hmult+poly2,-325.7793489740654,0.7750581904892273,0.08025104641151605,0.014824415557086468,7.451783691290593e-05,0.00014715716772084088
power+hmult+poly3,-325.7793493904767,0.7750581885969385,0.08030053015195979,0.01483793556690216,7.449747597441959e-05,0.00014741708401381343
power+hmult+exp,-329.6216232271514,0.7569022936086864,0.008157209247273232,9.441850852454081e-05,2.423995169083193e-07,3.658806485267205e-07
power+hmult+log,-328.7194147690034,0.7612929631160876,0.022018077712957985,0.0014400285435840487,2.806940389315481e-05,4.703463400876649e-05
power+hmult+power,-329.6216232271514,0.7569022936086864,0.008157209247273232,9.441850852454081e-05,2.423995169083193e-07,3.658806485267205e-07
power+hmult+hmult,-328.84116153076945,0.7607051332721875,0.010858455651745357,0.00038205113378353417,5.122683804692668e-06,6.090945144082417e-06
hmult+linear+linear,-302.30227716917835,0.8600118934939701,0.20392543841233318,0.0963471457362175,0.5497618511403324,0.5860029920732458
hmult+linear+poly2,-302.3022771877676,0.8600118934413991,0.203925866607697,0.09638560563325882,0.5497452780932722,0.5858600964770764
hmult+linear+poly3,-303.5786076446158,0.8563554393341074,0.19327875653647672,0.08186624944210052,0.4648727595406923,0.48903310095930586
hmult+linear+exp,-308.95194605923984,0.8398846951937142,0.03374170304007155,0.005876782350242138,0.6666388499514209,0.7784021523290339
hmult+linear+log,-303.5785985787477,0.8563554656424408,0.193341624745508,0.08184457570314407,0.465090031917784,0.489413060098289
hmult+linear+power,-308.95194605923984,0.8398846951937142,0.03374170304007155,0.005876782350242138,0.6666388499514209,0.7784021523290339
hmult+linear+hmult,-303.5786075599952,0.8563554395796685,0.19325982395879907,0.0818171575665474,0.4648590351890667,0.48908489479046013
hmult+poly2+linear,-300.94498391310503,0.8637982285743421,0.03342846712231851,0.00521745253354311,0.7520614498387492,0.3755841176174425
hmult+poly2+poly2,-299.64940821387466,0.8673168237135715,0.04005137960671236,0.006038926541805267,0.8371014372671843,0.43969260867709825
hmult+poly2+poly3,-300.9449825414667,0.863798232348475,0.0334303893216693,0.005219816230237484,0.7518909000932558,0.37551046858964976
hmult+poly2+exp,-305.512420609793,0.8506326290697988,0.010497422331683787,0.00030757408239878714,0.8256650794729613,0.6988379004594452
hmult+poly2+log,-299.6494080854217,0.8673168240578853,0.04003980258284667,0.006031758617609739,0.8373646312456158,0.43980537580223733
hmult+poly2+power,-305.512420609793,0.8506326290697988,0.010497422331683787,0.00030757408239878714,0.8256650794729613,0.6988379004594452
hmult+poly2+hmult,-300.94498384277324,0.8637982287678638,0.03342643230898063,0.005217942874878645,0.7519498944649076,0.37553351003478264
hmult+poly3+linear,-298.881406094324,0.869359541420492,0.016135850796071403,0.001313373213633895,0.6812070731941026,0.3147124573228735
hmult+poly3+poly2,-298.881408489854,0.8693595350982064,0.016123758701885673,0.0013117316411808133,0.6813156842300465,0.31471701213514985
hmult+poly3+poly3,-300.2999847983253,0.8655614638165667,0.014345476006997175,0.001496686483733356,0.6438418270513675,0.25896528876712654
hmult+poly3+exp,-304.3058962083442,0.8542293322709031,0.0029527940345011913,7.749781616439577e-06,0.8802716199133902,0.6361321834842085
hmult+poly3+log,-298.8814113590908,0.8693595275257127,0.01610892171483868,0.0013092787703499198,0.6807514250751433,0.3145171111156434
hmult+poly3+power,-304.3058962083442,0.8542293322709031,0.0029527940345011913,7.749781616439577e-06,0.8802716199133902,0.6361321834842085
hmult+poly3+hmult,-300.70645424054504,0.8644529763085606,0.026401126840734954,0.0037460187450051308,0.7354038510657916,0.34261684030079725
hmult+exp+linear,-396.9860387825917,0.05199409571000224,0.0014463000304231154,6.396140062037148e-09,2.3063660560482498e-15,8.280359898353066e-29
hmult+exp+poly2,-396.9860382578321,0.051994105760008735,0.0014461374573516875,6.383134909526689e-09,2.3180573692511676e-15,8.086851729509684e-29
hmult+exp+poly3,-396.98603826080654,0.051994105703041194,0.0014461410122134394,6.384436090911549e-09,2.320427430093946e-15,8.103904327474402e-29
hmult+exp+exp,-397.0279380044891,0.051191317421839466,0.0013781532810937481,5.623697507672887e-09,1.066794716106176e-14,2.4060698496974626e-29
hmult+exp+log,-396.98603834388996,0.05199410411185934,0.0014462643841874079,6.383687356503742e-09,2.3198484228999315e-15,8.099915772077142e-29
hmult+exp+power,-397.0581847115851,0.05061137584445752,0.001420314846191319,3.342482290946691e-09,2.4817365794819924e-16,1.2311090594561721e-32
hmult+exp+hmult,-396.986038346005,0.05199410407135274,0.0014462663364963949,6.387038897770481e-09,2.3173314261973578e-15,8.151014227625225e-29
hmult+log+linear,-303.56043596280676,0.8564081622470103,0.1383218360530386,0.007833634503185749,0.3462132113345773,0.9760284491601954
hmult+log+poly2,-303.5604368100813,0.856408159789198,0.13838081059916113,0.007823416031897068,0.34590285222337946,0.9764486119041521
hmult+log+poly3,-303.56043595018633,0.8564081622836204,0.13831413840096654,0.00783159863203764,0.3462059900519291,0.9760504625281095
hmult+log+exp,-308.8944189882434,0.8400706671989409,0.055735798138855944,0.000551006116438657,0.2675442383736066,0.843397129777542
hmult+log+log,-303.5604360354022,0.8564081620364224,0.13831694813182066,0.007834738120436668,0.3462685354866657,0.975949553630975
hmult+log+power,-308.8944189882434,0.8400706671989409,0.055735798138855944,0.000551006116438657,0.2675442383736066,0.843397129777542
hmult+log+hmult,-303.5604359433348,0.8564081623034954,0.13832166370250398,0.00783142913132906,0.34617632816892474,0.9760993460130893
hmult+power+linear,-330.67656721082466,0.7516657934257833,0.028919693364827925,0.0008925169240683317,1.4786828787161376e-05,1.923098410215795e-05
hmult+power+poly2,-330.2743403632305,0.7536755298439928,0.031132439465236597,0.0007469598203897476,1.4550481229695496e-05,1.795367822891912e-05
hmult+power+poly3,-330.2739251918698,0.7536775958326107,0.03063886432975399,0.000739771465305239,1.465261083468321e-05,1.759961519162155e-05
hmult+power+exp,-331.17138959541717,0.7491708931811178,0.007864355127893782,6.177775503601879e-05,1.2158190940862056e-05,9.0450913487332e-07
hmult+power+log,-330.6765662293129,0.7516657983498827,0.02892258279070888,0.000893442309461534,1.479911145007748e-05,1.924817272752985e-05
hmult+power+power,-330.2864541524884,0.7536152412002032,0.033181018985665056,0.0006373072974383831,1.3225610305907797e-05,1.8490592989310224e-05
hmult+power+hmult,-330.27382491166196,0.7536780948474967,0.03027487180094635,0.0007343842880800366,1.4711566912653383e-05,1.7299494044597253e-05
hmult+hmult+linear,-330.27381830844286,0.753678127706434,0.03020828684257836,0.0007333545363508165,1.471392272787642e-05,1.7256242955785097e-05
hmult+hmult+poly2,-330.6765409979507,0.751665924931874,0.02882982530637744,0.0008917694794945419,1.480662082595892e-05,1.9149886168873575e-05
hmult+hmult+poly3,-330.2742708347941,0.7536758758347648,0.02934398575926428,0.0007201091502793133,1.4915364248222066e-05,1.654541969462628e-05
hmult+hmult+exp,-333.8724937344293,0.735103384863284,0.008117155128833115,6.259382189455209e-06,1.6853645253234652e-07,2.0274971582807853e-07
hmult+hmult+log,-330.67656213092687,0.7516658189108805,0.02892230903799639,0.0008934372453950346,1.4798108330651239e-05,1.924685314313253e-05
hmult+hmult+power,-333.8724937344293,0.735103384863284,0.008117155128833115,6.259382189455209e-06,1.6853645253234652e-07,2.0274971582807853e-07
